Order,Yr Sold,random_partition,temporal_partition
354,2009,test,calibration
355,2009,test,calibration
356,2009,train,calibration
357,2009,train,calibration
358,2009,train,calibration
359,2009,calibration,calibration
360,2009,train,calibration
361,2009,calibration,calibration
362,2009,calibration,calibration
363,2009,train,calibration
364,2009,train,calibration
365,2009,train,calibration
366,2009,test,calibration
367,2009,calibration,calibration
368,2009,test,calibration
369,2009,test,calibration
370,2009,train,calibration
371,2009,train,calibration
372,2009,train,calibration
373,2009,train,calibration
374,2009,train,calibration
375,2009,test,calibration
376,2009,train,calibration
377,2009,train,calibration
378,2009,train,calibration
379,2009,train,calibration
380,2009,train,calibration
381,2009,train,calibration
382,2009,test,calibration
383,2009,test,calibration
384,2009,test,calibration
385,2009,train,calibration
386,2009,train,calibration
387,2009,train,calibration
388,2009,test,calibration
389,2009,train,calibration
390,2009,train,calibration
391,2009,train,calibration
392,2009,train,calibration
393,2009,train,calibration
394,2009,calibration,calibration
395,2009,train,calibration
396,2009,train,calibration
397,2009,train,calibration
398,2009,train,calibration
399,2009,train,calibration
400,2009,train,calibration
401,2009,train,calibration
402,2009,train,calibration
403,2009,calibration,calibration
404,2009,train,calibration
405,2009,train,calibration
406,2009,train,calibration
407,2009,test,calibration
408,2009,test,calibration
409,2009,test,calibration
410,2009,test,calibration
411,2009,calibration,calibration
412,2009,test,calibration
413,2009,train,calibration
414,2009,train,calibration
415,2009,test,calibration
416,2009,test,calibration
417,2009,test,calibration
418,2009,train,calibration
419,2009,train,calibration
420,2009,train,calibration
421,2009,test,calibration
422,2009,train,calibration
423,2009,test,calibration
424,2009,test,calibration
425,2009,test,calibration
426,2009,train,calibration
427,2009,test,calibration
428,2009,calibration,calibration
429,2009,train,calibration
430,2009,train,calibration
431,2009,calibration,calibration
432,2009,train,calibration
433,2009,test,calibration
434,2009,test,calibration
435,2009,train,calibration
436,2009,test,calibration
437,2009,test,calibration
438,2009,train,calibration
439,2009,calibration,calibration
440,2009,calibration,calibration
441,2009,calibration,calibration
442,2009,train,calibration
443,2009,train,calibration
444,2009,calibration,calibration
445,2009,calibration,calibration
446,2009,calibration,calibration
447,2009,train,calibration
448,2009,train,calibration
449,2009,train,calibration
450,2009,test,calibration
451,2009,test,calibration
452,2009,train,calibration
453,2009,train,calibration
454,2009,train,calibration
455,2009,train,calibration
456,2009,train,calibration
457,2009,calibration,calibration
458,2009,test,calibration
459,2009,train,calibration
460,2009,train,calibration
461,2009,test,calibration
462,2009,calibration,calibration
463,2009,test,calibration
464,2009,test,calibration
465,2009,test,calibration
466,2009,train,calibration
467,2009,train,calibration
468,2009,train,calibration
469,2009,train,calibration
470,2009,train,calibration
471,2009,train,calibration
472,2009,test,calibration
473,2009,calibration,calibration
474,2009,train,calibration
475,2009,train,calibration
476,2009,train,calibration
477,2009,train,calibration
478,2009,train,calibration
479,2009,test,calibration
480,2009,test,calibration
481,2009,test,calibration
482,2009,train,calibration
483,2009,test,calibration
484,2009,train,calibration
485,2009,train,calibration
486,2009,test,calibration
487,2009,test,calibration
488,2009,train,calibration
489,2009,train,calibration
490,2009,test,calibration
491,2009,train,calibration
492,2009,train,calibration
493,2009,train,calibration
494,2009,train,calibration
495,2009,test,calibration
496,2009,test,calibration
497,2009,train,calibration
498,2009,calibration,calibration
499,2009,calibration,calibration
500,2009,train,calibration
501,2009,train,calibration
502,2009,train,calibration
503,2009,train,calibration
504,2009,calibration,calibration
505,2009,train,calibration
506,2009,train,calibration
507,2009,calibration,calibration
508,2009,calibration,calibration
509,2009,test,calibration
510,2009,calibration,calibration
511,2009,train,calibration
512,2009,calibration,calibration
513,2009,train,calibration
514,2009,train,calibration
515,2009,test,calibration
516,2009,train,calibration
517,2009,train,calibration
518,2009,train,calibration
519,2009,calibration,calibration
520,2009,train,calibration
521,2009,train,calibration
522,2009,test,calibration
523,2009,test,calibration
524,2009,train,calibration
525,2009,train,calibration
526,2009,train,calibration
527,2009,train,calibration
528,2009,calibration,calibration
529,2009,calibration,calibration
530,2009,test,calibration
531,2009,calibration,calibration
532,2009,train,calibration
533,2009,test,calibration
534,2009,calibration,calibration
535,2009,train,calibration
536,2009,calibration,calibration
537,2009,train,calibration
538,2009,train,calibration
539,2009,test,calibration
540,2009,train,calibration
541,2009,train,calibration
542,2009,train,calibration
543,2009,calibration,calibration
544,2009,test,calibration
545,2009,calibration,calibration
546,2009,train,calibration
547,2009,train,calibration
548,2009,calibration,calibration
549,2009,test,calibration
550,2009,train,calibration
551,2009,train,calibration
552,2009,train,calibration
553,2009,calibration,calibration
554,2009,train,calibration
555,2009,test,calibration
556,2009,test,calibration
557,2009,train,calibration
558,2009,calibration,calibration
559,2009,train,calibration
560,2009,train,calibration
561,2009,train,calibration
562,2009,test,calibration
563,2009,train,calibration
564,2009,train,calibration
565,2009,calibration,calibration
566,2009,test,calibration
567,2009,train,calibration
568,2009,calibration,calibration
569,2009,test,calibration
570,2009,train,calibration
571,2009,train,calibration
572,2009,train,calibration
573,2009,calibration,calibration
574,2009,train,calibration
575,2009,train,calibration
576,2009,calibration,calibration
577,2009,train,calibration
578,2009,train,calibration
579,2009,train,calibration
580,2009,train,calibration
581,2009,train,calibration
582,2009,calibration,calibration
583,2009,calibration,calibration
584,2009,train,calibration
585,2009,train,calibration
586,2009,train,calibration
587,2009,train,calibration
588,2009,train,calibration
589,2009,train,calibration
590,2009,train,calibration
591,2009,train,calibration
592,2009,train,calibration
593,2009,train,calibration
594,2009,train,calibration
595,2009,calibration,calibration
596,2009,train,calibration
597,2009,calibration,calibration
598,2009,train,calibration
599,2009,test,calibration
600,2009,calibration,calibration
601,2009,train,calibration
602,2009,calibration,calibration
603,2009,test,calibration
604,2009,train,calibration
605,2009,test,calibration
606,2009,calibration,calibration
607,2009,train,calibration
608,2009,test,calibration
609,2009,train,calibration
610,2009,train,calibration
611,2009,calibration,calibration
612,2009,calibration,calibration
613,2009,test,calibration
614,2009,test,calibration
615,2009,train,calibration
616,2009,train,calibration
617,2009,train,calibration
618,2009,test,calibration
619,2009,calibration,calibration
620,2009,train,calibration
621,2009,calibration,calibration
622,2009,test,calibration
623,2009,train,calibration
624,2009,train,calibration
625,2009,train,calibration
626,2009,train,calibration
627,2009,train,calibration
628,2009,train,calibration
629,2009,train,calibration
630,2009,test,calibration
631,2009,test,calibration
632,2009,train,calibration
633,2009,test,calibration
634,2009,train,calibration
635,2009,train,calibration
636,2009,train,calibration
637,2009,calibration,calibration
638,2009,test,calibration
639,2009,train,calibration
640,2009,train,calibration
641,2009,train,calibration
642,2009,train,calibration
643,2009,test,calibration
644,2009,calibration,calibration
645,2009,test,calibration
646,2009,train,calibration
647,2009,train,calibration
648,2009,calibration,calibration
649,2009,train,calibration
650,2009,test,calibration
651,2009,calibration,calibration
652,2009,calibration,calibration
653,2009,train,calibration
654,2009,train,calibration
655,2009,calibration,calibration
656,2009,calibration,calibration
657,2009,train,calibration
658,2009,test,calibration
659,2009,train,calibration
660,2009,train,calibration
661,2009,train,calibration
662,2009,train,calibration
663,2009,calibration,calibration
664,2009,train,calibration
665,2009,train,calibration
666,2009,train,calibration
667,2009,train,calibration
668,2009,train,calibration
669,2009,test,calibration
670,2009,train,calibration
671,2009,test,calibration
672,2009,train,calibration
673,2009,train,calibration
674,2009,train,calibration
675,2009,train,calibration
676,2009,train,calibration
677,2009,calibration,calibration
678,2009,test,calibration
679,2009,calibration,calibration
680,2009,test,calibration
681,2009,calibration,calibration
682,2009,train,calibration
683,2009,train,calibration
684,2009,train,calibration
685,2009,train,calibration
686,2009,calibration,calibration
687,2009,train,calibration
688,2009,train,calibration
689,2009,train,calibration
690,2009,train,calibration
691,2009,calibration,calibration
692,2009,test,calibration
693,2009,train,calibration
694,2009,test,calibration
695,2009,test,calibration
696,2009,test,calibration
697,2009,train,calibration
698,2009,train,calibration
699,2009,train,calibration
700,2009,train,calibration
701,2009,calibration,calibration
702,2009,train,calibration
703,2009,train,calibration
704,2009,train,calibration
705,2009,train,calibration
706,2009,calibration,calibration
707,2009,train,calibration
708,2009,test,calibration
709,2009,train,calibration
710,2009,train,calibration
711,2009,train,calibration
712,2009,train,calibration
713,2009,train,calibration
714,2009,train,calibration
715,2009,calibration,calibration
716,2009,train,calibration
717,2009,train,calibration
718,2009,train,calibration
719,2009,test,calibration
720,2009,test,calibration
721,2009,train,calibration
722,2009,train,calibration
723,2009,train,calibration
724,2009,train,calibration
725,2009,train,calibration
726,2009,train,calibration
727,2009,train,calibration
728,2009,test,calibration
729,2009,train,calibration
730,2009,calibration,calibration
731,2009,train,calibration
732,2009,calibration,calibration
733,2009,train,calibration
734,2009,train,calibration
735,2009,train,calibration
736,2009,train,calibration
737,2009,calibration,calibration
738,2009,train,calibration
739,2009,train,calibration
740,2009,train,calibration
741,2009,train,calibration
742,2009,calibration,calibration
743,2009,calibration,calibration
744,2009,train,calibration
745,2009,test,calibration
746,2009,train,calibration
747,2009,test,calibration
748,2009,train,calibration
749,2009,calibration,calibration
750,2009,calibration,calibration
751,2009,train,calibration
752,2009,calibration,calibration
753,2009,train,calibration
754,2009,train,calibration
755,2009,train,calibration
756,2009,calibration,calibration
757,2009,calibration,calibration
758,2009,train,calibration
759,2009,train,calibration
760,2009,test,calibration
761,2009,train,calibration
762,2009,calibration,calibration
763,2009,train,calibration
764,2009,train,calibration
765,2009,test,calibration
766,2009,test,calibration
767,2009,train,calibration
768,2009,calibration,calibration
769,2009,train,calibration
770,2009,train,calibration
771,2009,train,calibration
772,2009,train,calibration
773,2009,calibration,calibration
774,2009,train,calibration
775,2009,train,calibration
776,2009,train,calibration
777,2009,test,calibration
778,2009,train,calibration
779,2009,train,calibration
780,2009,train,calibration
781,2009,train,calibration
782,2009,test,calibration
783,2009,calibration,calibration
784,2009,calibration,calibration
785,2009,train,calibration
786,2009,test,calibration
787,2009,calibration,calibration
788,2009,test,calibration
789,2009,calibration,calibration
790,2009,test,calibration
791,2009,calibration,calibration
792,2009,train,calibration
793,2009,train,calibration
794,2009,train,calibration
795,2009,calibration,calibration
796,2009,train,calibration
797,2009,train,calibration
798,2009,train,calibration
799,2009,calibration,calibration
800,2009,train,calibration
801,2009,train,calibration
802,2009,test,calibration
803,2009,test,calibration
804,2009,calibration,calibration
805,2009,train,calibration
806,2009,train,calibration
807,2009,train,calibration
808,2009,calibration,calibration
809,2009,calibration,calibration
810,2009,calibration,calibration
811,2009,calibration,calibration
812,2009,calibration,calibration
813,2009,calibration,calibration
814,2009,train,calibration
815,2009,train,calibration
816,2009,train,calibration
817,2009,train,calibration
818,2009,test,calibration
819,2009,train,calibration
820,2009,test,calibration
821,2009,train,calibration
822,2009,calibration,calibration
823,2009,train,calibration
824,2009,train,calibration
825,2009,train,calibration
826,2009,train,calibration
827,2009,train,calibration
828,2009,train,calibration
829,2009,train,calibration
830,2009,test,calibration
831,2009,train,calibration
832,2009,calibration,calibration
833,2009,train,calibration
834,2009,train,calibration
835,2009,test,calibration
836,2009,train,calibration
837,2009,test,calibration
838,2009,train,calibration
839,2009,calibration,calibration
840,2009,calibration,calibration
841,2009,test,calibration
842,2009,test,calibration
843,2009,test,calibration
844,2009,train,calibration
845,2009,test,calibration
846,2009,calibration,calibration
847,2009,train,calibration
848,2009,calibration,calibration
849,2009,train,calibration
850,2009,train,calibration
851,2009,train,calibration
852,2009,train,calibration
853,2009,train,calibration
854,2009,train,calibration
855,2009,train,calibration
856,2009,train,calibration
857,2009,test,calibration
858,2009,calibration,calibration
859,2009,test,calibration
860,2009,test,calibration
861,2009,train,calibration
862,2009,calibration,calibration
863,2009,test,calibration
864,2009,train,calibration
865,2009,train,calibration
866,2009,train,calibration
867,2009,test,calibration
868,2009,calibration,calibration
869,2009,train,calibration
870,2009,test,calibration
871,2009,train,calibration
872,2009,train,calibration
873,2009,train,calibration
874,2009,test,calibration
875,2009,test,calibration
876,2009,train,calibration
877,2009,train,calibration
878,2009,train,calibration
879,2009,train,calibration
880,2009,calibration,calibration
881,2009,train,calibration
882,2009,test,calibration
883,2009,train,calibration
884,2009,train,calibration
885,2009,train,calibration
886,2009,train,calibration
887,2009,train,calibration
888,2009,train,calibration
889,2009,train,calibration
890,2009,calibration,calibration
891,2009,calibration,calibration
892,2009,calibration,calibration
893,2009,train,calibration
894,2009,train,calibration
895,2009,train,calibration
896,2009,train,calibration
897,2009,train,calibration
898,2009,test,calibration
899,2009,train,calibration
900,2009,train,calibration
901,2009,test,calibration
902,2009,train,calibration
903,2009,test,calibration
904,2009,test,calibration
905,2009,train,calibration
906,2009,train,calibration
907,2009,train,calibration
908,2009,calibration,calibration
909,2009,test,calibration
910,2009,train,calibration
911,2009,test,calibration
912,2009,test,calibration
913,2009,calibration,calibration
914,2009,train,calibration
915,2009,train,calibration
916,2009,train,calibration
917,2009,test,calibration
918,2009,train,calibration
919,2009,train,calibration
920,2009,train,calibration
921,2009,train,calibration
922,2009,train,calibration
923,2009,train,calibration
924,2009,calibration,calibration
925,2009,train,calibration
926,2009,train,calibration
927,2009,test,calibration
928,2009,test,calibration
929,2009,train,calibration
930,2009,calibration,calibration
931,2009,test,calibration
932,2009,test,calibration
933,2009,calibration,calibration
934,2009,train,calibration
935,2009,train,calibration
936,2009,train,calibration
937,2009,train,calibration
938,2009,test,calibration
939,2009,train,calibration
940,2009,train,calibration
941,2009,calibration,calibration
942,2009,calibration,calibration
943,2009,calibration,calibration
944,2009,train,calibration
945,2009,calibration,calibration
946,2009,test,calibration
947,2009,train,calibration
948,2009,train,calibration
949,2009,train,calibration
950,2009,test,calibration
951,2009,train,calibration
952,2009,train,calibration
953,2009,calibration,calibration
954,2009,train,calibration
955,2009,train,calibration
956,2009,train,calibration
957,2009,train,calibration
958,2009,train,calibration
959,2009,test,calibration
960,2009,train,calibration
961,2009,train,calibration
962,2009,calibration,calibration
963,2009,calibration,calibration
964,2009,train,calibration
965,2009,calibration,calibration
966,2009,calibration,calibration
967,2009,train,calibration
968,2009,train,calibration
969,2009,train,calibration
970,2009,test,calibration
971,2009,calibration,calibration
972,2009,train,calibration
973,2009,train,calibration
974,2009,train,calibration
975,2009,train,calibration
976,2009,train,calibration
977,2009,test,calibration
978,2009,train,calibration
979,2009,calibration,calibration
980,2009,calibration,calibration
981,2009,train,calibration
982,2009,train,calibration
983,2009,train,calibration
984,2009,train,calibration
985,2009,train,calibration
986,2009,train,calibration
987,2009,calibration,calibration
988,2009,train,calibration
989,2009,train,calibration
990,2008,train,train
991,2008,test,train
992,2008,train,train
993,2008,train,train
994,2008,train,train
995,2008,train,train
996,2008,train,train
997,2008,train,train
998,2008,train,train
999,2008,test,train
1000,2008,calibration,train
1001,2008,calibration,train
1002,2008,calibration,train
1003,2008,train,train
1004,2008,train,train
1005,2008,test,train
1006,2008,test,train
1007,2008,train,train
1008,2008,train,train
1009,2008,train,train
1010,2008,train,train
1011,2008,test,train
1012,2008,calibration,train
1013,2008,train,train
1014,2008,train,train
1015,2008,test,train
1016,2008,train,train
1017,2008,train,train
1018,2008,calibration,train
1019,2008,test,train
1020,2008,train,train
1021,2008,train,train
1022,2008,train,train
1023,2008,train,train
1024,2008,test,train
1025,2008,train,train
1026,2008,calibration,train
1027,2008,train,train
1028,2008,calibration,train
1029,2008,train,train
1030,2008,calibration,train
1031,2008,train,train
1032,2008,train,train
1033,2008,calibration,train
1034,2008,test,train
1035,2008,calibration,train
1036,2008,train,train
1037,2008,test,train
1038,2008,calibration,train
1039,2008,train,train
1040,2008,train,train
1041,2008,train,train
1042,2008,test,train
1043,2008,train,train
1044,2008,train,train
1045,2008,test,train
1046,2008,train,train
1047,2008,train,train
1048,2008,test,train
1049,2008,calibration,train
1050,2008,train,train
1051,2008,train,train
1052,2008,train,train
1053,2008,train,train
1054,2008,calibration,train
1055,2008,train,train
1056,2008,test,train
1057,2008,train,train
1058,2008,calibration,train
1059,2008,test,train
1060,2008,train,train
1061,2008,train,train
1062,2008,calibration,train
1063,2008,train,train
1064,2008,train,train
1065,2008,test,train
1066,2008,train,train
1067,2008,train,train
1068,2008,train,train
1069,2008,calibration,train
1070,2008,train,train
1071,2008,train,train
1072,2008,calibration,train
1073,2008,train,train
1074,2008,test,train
1075,2008,train,train
1076,2008,calibration,train
1077,2008,train,train
1078,2008,train,train
1079,2008,calibration,train
1080,2008,train,train
1081,2008,test,train
1082,2008,train,train
1083,2008,train,train
1084,2008,train,train
1085,2008,calibration,train
1086,2008,train,train
1087,2008,train,train
1088,2008,train,train
1089,2008,calibration,train
1090,2008,calibration,train
1091,2008,test,train
1092,2008,test,train
1093,2008,train,train
1094,2008,calibration,train
1095,2008,calibration,train
1096,2008,train,train
1097,2008,calibration,train
1098,2008,test,train
1099,2008,train,train
1100,2008,test,train
1101,2008,test,train
1102,2008,train,train
1103,2008,calibration,train
1104,2008,test,train
1105,2008,train,train
1106,2008,test,train
1107,2008,calibration,train
1108,2008,train,train
1109,2008,train,train
1110,2008,train,train
1111,2008,calibration,train
1112,2008,train,train
1113,2008,train,train
1114,2008,calibration,train
1115,2008,calibration,train
1116,2008,train,train
1117,2008,test,train
1118,2008,test,train
1119,2008,train,train
1120,2008,train,train
1121,2008,train,train
1122,2008,train,train
1123,2008,train,train
1124,2008,calibration,train
1125,2008,test,train
1126,2008,calibration,train
1127,2008,train,train
1128,2008,test,train
1129,2008,calibration,train
1130,2008,train,train
1131,2008,train,train
1132,2008,train,train
1133,2008,train,train
1134,2008,test,train
1135,2008,calibration,train
1136,2008,calibration,train
1137,2008,train,train
1138,2008,train,train
1139,2008,train,train
1140,2008,train,train
1141,2008,train,train
1142,2008,train,train
1143,2008,train,train
1144,2008,train,train
1145,2008,train,train
1146,2008,train,train
1147,2008,calibration,train
1148,2008,train,train
1149,2008,train,train
1150,2008,test,train
1151,2008,train,train
1152,2008,calibration,train
1153,2008,train,train
1154,2008,train,train
1155,2008,train,train
1156,2008,train,train
1157,2008,train,train
1158,2008,train,train
1159,2008,train,train
1160,2008,calibration,train
1161,2008,train,train
1162,2008,calibration,train
1163,2008,train,train
1164,2008,train,train
1165,2008,train,train
1166,2008,train,train
1167,2008,train,train
1168,2008,train,train
1169,2008,train,train
1170,2008,train,train
1171,2008,train,train
1172,2008,train,train
1173,2008,train,train
1174,2008,test,train
1175,2008,test,train
1176,2008,train,train
1177,2008,train,train
1178,2008,calibration,train
1179,2008,calibration,train
1180,2008,test,train
1181,2008,train,train
1182,2008,train,train
1183,2008,train,train
1184,2008,train,train
1185,2008,train,train
1186,2008,train,train
1187,2008,train,train
1188,2008,test,train
1189,2008,train,train
1190,2008,test,train
1191,2008,test,train
1192,2008,train,train
1193,2008,calibration,train
1194,2008,train,train
1195,2008,train,train
1196,2008,calibration,train
1197,2008,calibration,train
1198,2008,train,train
1199,2008,train,train
1200,2008,train,train
1201,2008,calibration,train
1202,2008,train,train
1203,2008,train,train
1204,2008,train,train
1205,2008,calibration,train
1206,2008,train,train
1207,2008,calibration,train
1208,2008,test,train
1209,2008,calibration,train
1210,2008,train,train
1211,2008,calibration,train
1212,2008,calibration,train
1213,2008,train,train
1214,2008,test,train
1215,2008,train,train
1216,2008,train,train
1217,2008,calibration,train
1218,2008,train,train
1219,2008,train,train
1220,2008,train,train
1221,2008,calibration,train
1222,2008,test,train
1223,2008,calibration,train
1224,2008,train,train
1225,2008,train,train
1226,2008,calibration,train
1227,2008,test,train
1228,2008,train,train
1229,2008,calibration,train
1230,2008,calibration,train
1231,2008,test,train
1232,2008,calibration,train
1233,2008,train,train
1234,2008,train,train
1235,2008,test,train
1236,2008,test,train
1237,2008,test,train
1238,2008,calibration,train
1239,2008,train,train
1240,2008,calibration,train
1241,2008,train,train
1242,2008,test,train
1243,2008,calibration,train
1244,2008,train,train
1245,2008,calibration,train
1246,2008,train,train
1247,2008,train,train
1248,2008,train,train
1249,2008,train,train
1250,2008,train,train
1251,2008,train,train
1252,2008,test,train
1253,2008,train,train
1254,2008,test,train
1255,2008,train,train
1256,2008,calibration,train
1257,2008,train,train
1258,2008,train,train
1259,2008,train,train
1260,2008,calibration,train
1261,2008,train,train
1262,2008,test,train
1263,2008,train,train
1264,2008,calibration,train
1265,2008,test,train
1266,2008,train,train
1267,2008,train,train
1268,2008,train,train
1269,2008,test,train
1270,2008,calibration,train
1271,2008,calibration,train
1272,2008,calibration,train
1273,2008,calibration,train
1274,2008,test,train
1275,2008,train,train
1276,2008,train,train
1277,2008,train,train
1278,2008,train,train
1279,2008,test,train
1280,2008,train,train
1281,2008,train,train
1282,2008,train,train
1283,2008,train,train
1284,2008,test,train
1285,2008,train,train
1286,2008,train,train
1287,2008,test,train
1288,2008,train,train
1289,2008,test,train
1290,2008,test,train
1291,2008,train,train
1292,2008,train,train
1293,2008,calibration,train
1294,2008,train,train
1295,2008,train,train
1296,2008,test,train
1297,2008,train,train
1298,2008,train,train
1299,2008,calibration,train
1300,2008,test,train
1301,2008,train,train
1302,2008,train,train
1303,2008,test,train
1304,2008,train,train
1305,2008,train,train
1306,2008,train,train
1307,2008,train,train
1308,2008,test,train
1309,2008,train,train
1310,2008,calibration,train
1311,2008,train,train
